eventid,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary
201106060022,2011,6,6,95,Iraq,10,Middle East & North Africa,Saladin,Tikrit,34.604447,43.685789,1,0,"The attack took place at the Presidential Palace's compound in Tikrit, Salah ad Din, Iraq.","06/06/2011: On Monday, in Tikrit, Salah ad Din, Iraq, an unidentified suicide bomber detonated a vehicle-borne improvised explosive device targeting the presidential palace compound. As a result, 12 people were killed, among them four Army officers and five soldiers, along with 20 others injured, including civilians, Army personnel and policemen. The attack took place during celebrations to hand over the mission of protecting the presidential palace compound to the Iraqi troops. The blast caused an unknown amount of property damage to the compound. No group claimed responsibility."
201106070001,2011,6,7,95,Iraq,10,Middle East & North Africa,Sulaymaniyah,Sulaymaniyah,35.54987,45.433493,1,0,"The attack took place in Sulaymaniyah, As Sulaymaniyah, Iraq.","06/07/2011: On Tuesday, in Sulaymaniyah, As Sulaymaniyah, Iraq, an improvised explosive device that was planted under a civilian's car by unidentified militants detonated, wounding one civilian woman and causing an unknown amount of property damage. No group claimed responsibility for the attack."
201106070002,2011,6,7,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The attack occurred in Baghdad city, Baghdad province, Iraq.","06/07/2011: On Tuesday, in Baghdad city, Baghdad province, Iraq, unidentified gunmen armed with silenced weapons shot and wounded a senior police commander and killed his wife and son. No group claimed responsibility for the attack."
201106070003,2011,6,7,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.75,44.633333,1,0,"The attack took place on the roadside close to a number of trade shops in Ba'quba, Diyala, Iraq.","06/07/2011: On Tuesday, in Ba'quba, Diyala, Iraq, an improvised explosive device attached to a motorbike targeting a shopping complex was detonated by unidentified militants. The blast caused no casualties and an unknown amount of property damage to the complex. No group claimed responsibility."
201106070004,2011,6,7,95,Iraq,10,Middle East & North Africa,Diyala,Habhab,33.782199,44.507802,1,0,"The attack took place in Hibhib, Diyala, Iraq.","06/07/2011: On Tuesday, in Hibhib, Diyala, Iraq, unknown militants detonated an improvised explosive device attached to the vehicle of Lieutenant General Mahdi al-Obeidy, a local police commander. The blast killed Al Obeidy, wounded his driver, and caused an unknown amount of property damage. No group claimed responsibility."
201106070005,2011,6,7,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Bara,33.9146598,71.459198,1,1,,"06/07/2011: On Tuesday, in the Bara tehsil of Khyber District, Federally Administered Tribal Areas, Pakistan, Lashkar-e-Islami (LeI) militants kidnapped Nawab, a honey dealer from Mianwali, on charges of spying for the government. Nawab was beheaded later that day and his body was recovered from Syal Khan Killay. A LeI note left at the incident site stated that the victim was working for the government."
201106070006,2011,6,7,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15,1,0,"At the St. Patrick’s Church in Maiduguri, Borno, Nigeria.","06/07/2011: On Tuesday afternoon at 1430, in Maiduguri, Borno, Nigeria, two civilians and three militants were killed when two improvised explosive devices (IEDs) were detonated outside of St. Patrick’s Church. The three militants were killed when the second IED prematurely detonated in their blue Honda Accord. The attacked damaged the church roof, shattered several windows and damaged a fence surrounding the church buildings. The blue Honda Accord that was used by the militants was also destroyed in the attack. No group claimed responsibility, but the militant group Boko Haram was thought to be responsible."
201106070007,2011,6,7,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.833333,13.15,1,0,"The attack occurred in Maiduguri, Borno, Nigeria.","06/07/2011: On Thursday evening around 1900, in Maiduguri, Borno, Nigeria, unidentified militants fired upon and killed Reverend David Usman and the assistant secretary at the Church of Christ with unknown firearms. No group claimed responsibility, but the militant group Boko Haram was thought to be responsible for the attack."
201106070008,2011,6,7,167,Russia,9,Eastern Europe,Novosibirsk,Novosibirsk,55.016667,82.933333,3,1,"The incident occurred in the 3,309th kilometer of the Western Siberian Railroad's Chik-Ob line, near Novosibirsk, Novosibirsk Region, Russia.","06/07/2011: On Tuesday afternoon around 1430, in Novosibirsk city, Novosibirsk, Russia, an improvised explosive device (IED) detonated and damaged a rail line. The IED was located in the 3,309th kilometer of the Western Siberian Railroad's Chik-Ob line. No casualties were reported, but train traffic had to be diverted to a parallel track. An investigation revealed that the IED was equivalent to about one kilogram of TNT. A section of rail and several cross ties were damaged in the blast. No group claimed responsibility for the bombing."
201106070009,2011,6,7,167,Russia,9,Eastern Europe,Dagestan,Makhachkala,42.978368,47.491066,1,0,"The attack took place in Makhachkala, Dagestan, Russia.","06/07/2011: On Tuesday night, in Makhachkala, Dagestan, Russia, unidentified militants fired on and killed an off-duty police officer. There were no other casualties and no group has claimed responsibility for the attack."
201106070011,2011,6,7,182,Somalia,11,Sub-Saharan Africa,Mudug,Galkayo,6.772224,47.429309,1,0,,"06/07/2011: On Tuesday, in Galkayo, Mudug, Somalia, nine civilians were killed when unidentified militants fired upon a passenger bus with unknown firearms. It is unknown if the attack caused any property damage. No group claimed responsibility for the attack."
201106070012,2011,6,7,92,India,6,South Asia,Assam,Karbi Anglong,,,,0,"The attack took place at a residence at Balipathar, Bokajan, in Karbi Anglong, Assam, India.","06/07/2011: On Tuesday night, at a residence at Balipathar, Bokajan, in Karbi Anglong, Assam, India, suspected Karbi Peoples’ Liberation Tiger (KPLT) militants shot and killed Narendra Kiling, a member of the Karbi Anglong Autonomous Council (KAAC) and Congress Youth leader. The militants also took away three service rifles and around 70 rounds of ammo from the security guards at the residence. No group claimed responsibility for the attack."
201106070013,2011,6,7,205,Thailand,5,Southeast Asia,Narathiwat,Cho I Rong,6.211932,101.824703,1,0,"The attack took place at a grocery store in Cho Ai Rong district of Narathiwat, Thailand.","06/07/2011: On Tuesday morning, in the Cho Ai Rong district of Narathiwat, Thailand, suspected Muslim separatists shot and killed a Buddhist grocery store owner, identified as Nai Narong Banjonkjatarn. They also remotely detonated a five kilogram explosive device hidden in a motorcycle parked on a side of the road when a police team went to investigate the shooting. The explosion caused an unknown amount of property damage, but resulted in no casualties. No group claimed responsibility."
201106070014,2011,6,7,205,Thailand,5,Southeast Asia,Narathiwat,Cho I Rong,6.211932,101.824703,1,0,"The attack took place at a grocery store in Cho Ai Rong district of Narathiwat, Thailand.","06/07/2011: On Tuesday morning, in Cho Ai Rong district of Narathiwat, Thailand, suspected Muslim separatists shot and killed a Buddhist grocery store owner and remote detonated an improvised explosive device. According to police, an ethnic Malay Muslim entered the store and shot the owner with a pistol before fleeing the scene, and that accomplices hidden nearby using a mobile phone, detonated a 10 kilogram explosive device when security personnel arrived to investigate the shooting. The device was concealed in a metal box and placed under a shelf in the store. A local government official, a security volunteer and three police officers were wounded in the blast. The attack resulted in an unknown amount of property damage and no group claimed responsibility."
201106070015,2011,6,7,45,Colombia,3,South America,Cauca,El Bordo,2.116667,-76.983333,1,1,"At the residence of Ilvio Gentil Gómez in the village of La Esperanza in El Bordo, Cauca, Colombia.","06/07/2011: On Tuesday, in a private residence in the village of La Esperanza in El Bordo, Cauca, Colombia, unidentified militants shot and killed Ilvio Gentil Gómez, former politician and community leader who served on the council from 1998-2001 and was a candidate for October's elections. The militants used a rifle and a revolver. No group claimed responsibility although the Revolutionary Armed Forces of Colombia (FARC) are suspected."
201106070016,2011,6,7,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Ramallah,,,,0,"The attack took place at a mosque in Ramallah, West Bank, Palestine.","06/07/2011: On Tuesday morning, in Ramallah, West Bank, West Bank and Gaza Strip, suspected Jewish extremists attacked and set fire to a mosque, and also vandalized an inside wall by writing Hebrew graffiti on it. A tire was set ablaze inside the mosque. Villagers discovered the fire when they went to the mosque for morning prayers. No casualties were reported but the mosque and its prayer rugs were burned. No group claimed responsibility."
201106070017,2011,6,7,173,Saudi Arabia,10,Middle East & North Africa,Najran,,18.350639,45.602164,4,0,The incident occurred in Najran province along the Saudi-Yemeni border.,"06/07/2011: On Tuesday, in Najran, Saudi Arabia, on the Saudi-Yemeni border, a gunman killed two Saudi border guards, and injured a third before being gunned down. The man was trying to cross into Yemen in a four-wheel-drive vehicle. The man used a machine gun in the armed assault. No damages were reported and no group claimed responsibility."
201106080002,2011,6,8,205,Thailand,5,Southeast Asia,Narathiwat,Sungai Padi,6.153543,101.913039,1,0,"The attack took place on an unspecified road in Sungai Padi, Narathiwat, Thailand.","06/08/2011: On Wednesday morning at 0800, in Sungai Padi, Narathiwat, Thailand, two unidentified gunmen on a motorcycle using an 11 millimeter pistol shot and killed a Buddhist construction worker, Monthon Samathithabdee, and seriously wounded his wife Boonsri Thongkam while they were on their motorcycle heading to a construction site in Sungai Kolok. The attack resulted in an unknown amount of property damage and no group claimed responsibility, but police blamed separatist militants for launching the attack to create chaos in the region."
201106080003,2011,6,8,92,India,6,South Asia,Jammu and Kashmir,Baramulla,,,,0,The attack took place near the gate of old Sopore hospital in Sopore in Baramulla.,"06/08/2011: On Wednesday morning around 0830, near the gate of old Sopore hospital in Sopore in Baramulla, Jammu and Kashmir, India, a police constable identified as Manzoor Ahmad Najar was shot at point blank range and killed by unidentified gunmen while he was waiting for a vehicle. No group claimed responsibility."
201106080004,2011,6,8,92,India,6,South Asia,Manipur,Thoubal,,,,0,The attack took place at the residence of Mohammad Sanajaoba at Lilong Turel Ahanbi in Thoubal.,"06/08/2011: On Wednesday morning around 0930, at Lilong Turel Ahanbi in Thoubal, Manipur, India, unidentified militants threw a hand grenade at the residence of Mohammad Sanajaoba (Jalil), a senior accountant of the DIC Thoubal. The grenade was later picked up by police resulting in no casualties or damages. The specific motive for the attack is unknown; however, the attack may have been carried out in connection with monetary demands. No group claimed responsibility."
201106080005,2011,6,8,92,India,6,South Asia,Manipur,Bishenpur,,,,0,"The attack took place at the residence of N Ranjit at the Nachou area in Bishenpur, Manipur, India.","06/08/2011: On Wednesday evening, at the Nachou area in Bishenpur, Manipur, India, unidentified militants threw a grenade at the residence of N Ranjit, a Gram Panchayat Pradhan (local level government member). The grenade failed to explode resulting in no casualties or damages. The specific motive for the attack is unknown; however, the attack may have been carried out in connection with monetary demands. No group claimed responsibility for the attack."
201106080006,2011,6,8,92,India,6,South Asia,Tripura,Dhalai district,,,,1,"The attack took place in Kalyan Singh village, Dhalai, Tripura, India.","06/08/2011: On Wednesday, in Kalyan Singh village, Dhalai, Tripura, India, suspected militants of the National Liberation Front of Tripura (NLFT) abducted eight tribal villagers. Reportedly, the villagers were abducted while they were working in a field on a hill top and were suspected to have been taken to Bangladesh. No casualties were reported and no demands were given. Three of the captives were later released at an unspecified date and the status of the other hostages is unknown. No group claimed responsibility."
201106080009,2011,6,8,182,Somalia,11,Sub-Saharan Africa,Mudug,Galkayo,6.772224,47.429309,1,0,,"06/08/2011: On Wednesday, in Galkayo, Mudug, Somalia, unidentified militants fired upon and killed a Somali judge, Mahamud Aw-Gelle, shortly after he left a mosque. No group claimed responsibility for the attack."
201106080010,2011,6,8,182,Somalia,11,Sub-Saharan Africa,Mudug,Galkayo,6.772224,47.429309,1,0,,"06/08/2011: On Wednesday, in Galkayo, Mudug, Somalia, five people were killed and 10 others were injured when unidentified militants fired on Somali civilians at a bar with unknown firearms. No group claimed responsibility for the attack."
201106080012,2011,6,8,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,1,0,"County Antrim/County Down. The incident took place in the Springfield Road area of Belfast, Northern Ireland, United Kingdom.","06/08/2011: On Wednesday night around 0130, in the Springfield Road Area of Belfast, Northern Ireland, a viable explosive device was discovered by security force during a security alert. No casualties were reported and no group has claimed responsibility for the device."
201106080013,2011,6,8,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Unknown,10.637109,10.08073,4,0,At a home in an unknown city in Bauchi.,"06/08/2011: On Wednesday, in an unknown city in Bauchi, Nigeria, unknown gunmen opened fire on a prison warden at his home when he answered the door, killing him on the spot. The warden was identified as Ibrahim Ali Figidi. The two militants fled on a motorcycle after they killed the warden. No group claimed responsibility for the attack, but Boko Haram militants are suspected."
201106080014,2011,6,8,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Moochapura,33.8129565,70.6733322,1,1,"On three houses in the Tirah Valley area of Khyber District, Federally Administered Tribal Areas, Pakistan.","06/08/2011: On Wednesday, in the Tirah Valley area of Khyber District, Federally Administered Tribal Areas, Pakistan, Lashkar-e-Islami (LeI) militants set fire to three houses of their group's rivals. Sources said that militants led by Mangal Bagh torched and demolished the three vacant houses belonging to Janikhel, Mainkhel and Pepal. The attack resulted in no casualties and LeI claimed responsibility by unknown means."
201106080015,2011,6,8,153,Pakistan,6,South Asia,Punjab,Gujrat,32.572323,74.076622,1,0,,"06/08/2011: On Wednesday, in Gujrat, Punjab, Pakistan, police recovered a large quantity of arms and ammunition and explosive material from a suspicious car parked at a Court building. According to police, acting on a tip-off, the police seized the vehicle which contained 16 rifles, three pistols, hundreds of bullets and explosive material. Four suspects standing near the car, identified as, Zafar Ali, Ashraf, Adalat Khan and Samundar Khan, were also arrested. The target of the attack is unknown. There were no casualties in the operation and no group claimed responsibility."
201106080016,2011,6,8,153,Pakistan,6,South Asia,Sindh,Karachi,24.893379,67.028061,1,0,"At the weekly Bazaar of Qasba Colony, in Karachi, Sindh, Pakistan.","06/08/2011: On Wednesday, at the weekly Bazaar of Qasba Colony, in Karachi, Sindh, Pakistan, an unidentified gunman shot and killed an Awami National Party (ANP) activist, identified as Javed Khan (Toti Khan). Witnesses claimed that a man came close to the victim, fired a single shot at his head and escaped along with an accomplice who was waiting for him on a motorcycle. Police officials believed that the people belonging to the same ethnicity over a personal enmity killed the victim. It is unknown if the attack caused any property damage. No group claimed responsibility for the attack."
201106080017,2011,6,8,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.35004,43.783488,1,0,"The attack occurred in the old market area of Fallujah, Al Anbar, Iraq.","06/08/2011: On Wednesday, in Fallujah, Al Anbar, Iraq, unknown militants detonated a sticky improvised explosive device attached to a vehicle inside an old souk (market). The blast killed one civilian, wounded two others, and caused an unknown amount of property damage. No group claimed responsibility."
201106080018,2011,6,8,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.75,44.633333,1,0,"The attack occurred near a health department convoy in Ba'quba, Diyala, Iraq.","06/08/2011: On Wednesday, in Ba'quba, Diyala, Iraq, unknown assailants detonated a sticky improvised explosive device attached to a parked car, targeting a passing convoy of Ali Hussein, general manager of Diyala's Health Department. The blast wounded four civilians and caused an unknown amount of property damage. Hussein escaped the blast unhurt. No group claimed responsibility."
201106080019,2011,6,8,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1,0,"The attack occurred near a policeman's house in Mosul, Ninawa, Iraq.","06/08/2011: On Wednesday, in Mosul, Ninawa, Iraq, unknown gunmen shot and killed an off-duty policeman near his house. There were no other casualties and no group has claimed responsibility for the attack."
201106080020,2011,6,8,153,Pakistan,6,South Asia,Sindh,Karachi,24.893379,67.028061,1,0,"At a weekly market of Qasba Colony, in Karachi, Sindh, Pakistan.","06/08/2011: On Wednesday, at the weekly Bazaar of Qasba Colony, in Karachi, Sindh, Pakistan, in one of two related attacks, unidentified gunmen fired multiple shots into the air of the market creating panic and wounding two minor girls identified as nine-year old Hina and 10-year-old Nazima. It is unknown it the attack caused any property damage to the market. No group claimed responsibility for the attack."
201106080021,2011,6,8,153,Pakistan,6,South Asia,Sindh,Karachi,24.893379,67.028061,1,0,"In the Qasba Colony of Karachi, Sindh, Pakistan.","06/08/2011: On Wednesday, in one of two related attacks, in the Qasba Colony of Karachi, Sindh, Pakistan, unidentified gunmen intercepted a Suzuki van and dragged the family members from the vehicle, before setting it on fire. The attack caused an unknown amount of property damage, but resulted in no casualties. No group claimed responsibility for the attack."
201106090001,2011,6,9,95,Iraq,10,Middle East & North Africa,Saladin,Taji,33.530734,44.274292,3,0,"The attack occurred in Taji, Salah ad Din, Iraq.","06/09/2011: On Thursday, in Taji, Salah ad Din, Iraq, unknown gunmen with silenced weapons shot and killed a Director in Nasr Establishment for Engineering Industries, Jalal Jassim Mohammed. No group claimed responsibility for the attack."
201106090003,2011,6,9,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The attack took place in the Binoog neighborhood in Baghdad city, Baghdad province, Iraq.","06/09/2011: On Thursday, in the Binoog neighborhood in Baghdad city, Baghdad province, Iraq, unknown militants detonated a sticky improvised explosive device attached to a civilian car. The blast killed the civilian driver and caused an unknown amount of property damage. No group claimed responsibility."
201106090004,2011,6,9,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The blast occurred near a liquor store in the al-Ghadir neighborhood, in Baghdad city, Baghdad province, Iraq.","06/09/2011: On Thursday, in the al-Ghadir neighborhood, Baghdad city, Baghdad province, Iraq, unknown militants detonated an improvised explosive device near a liquor store. The blast wounded a nearby civilian and caused an unknown amount of property damage. No group claimed responsibility."
201106090005,2011,6,9,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Charsadda,34.148181,71.730028,1,0,"At a radio station in Charsadda, Khyber Pakhtunkhwa, Pakistan.","06/09/2011: On Thursday, in Charsadda, Khyber Pakhtunkhwa, Pakistan, unidentified militants detonated unknown explosives at a radio station, causing an unknown amount of property damages. It is unknown if the attack caused any casualties and no group has claimed responsibility for the attack."
201106090006,2011,6,9,153,Pakistan,6,South Asia,Sindh,Karachi,24.893379,67.028061,1,0,"Near Fancy Tower at Abul Hassan Isphani Road in the Gulshan-e-Iqbal area of Karachi, Sindh, Pakistan.","06/09/2011: On Thursday, near Fancy Tower at Abul Hassan Isphani Road in the Gulshan-e-Iqbal area of Karachi, Sindh, Pakistan, at least four unidentified gunmen on two motorcycles opened indiscriminate fire, killing two people identified as Ahmed Shah, an Awami National Party (ANP) activist, and Khalil Ahmed, an ANP sympathizer. It is unknown if the attack resulted in any damages and no group claimed responsibility for the attack."
201106090008,2011,6,9,167,Russia,9,Eastern Europe,Kabardino Balkariya,Chereksy (District),43.211131,43.389942,3,0,"The incident occurred on the old Stariy Cherek to Su-Kansy highway in the Cherekskiy district, Kabardino Balkariya, Russia.","06/09/2011: On Thursday night around 2200, in the Cherekskiy District of Kabardino Balkariya, Russia, a police captain was wounded when unidentified militants fired upon him with automatic rifles. The officer was inside his patrol unit at the time of the attack, traveling on the old Stariy Cherek to Su-Kansy highway. The unidentified militants were believed to be firing from a wooded area near the road. No group has claimed responsibility."
201106090009,2011,6,9,96,Ireland,8,Western Europe,South Dublin,Clondalkin,53.321737,-6.395216,1,0,"The incident occurred at a private home in the Clondalkin area of Dublin, Republic of Ireland.","06/09/2011: On Thursday morning around 0400, in the Clondalkin area of Dublin, Republic of Ireland, unidentified militants entered the home of Continuity Irish Republican Army leader, Liam Kenny, and fired on and killed him. Kenny's wife and other individuals were also inside the home at the time of the attack, but managed to escape. Officials believe that Kenny may have been killed by Real Irish Republican Army militants due to a feud. Kenny was also believed to be a former member of the Republican Sinn Fein political group. No group has claimed responsibility for the attack."
201106090010,2011,6,9,195,Sudan,11,Sub-Saharan Africa,Kurdufan,Hajlij,,,,0,"The attack took place at Heglieg Airport in Hajlij, Kurdufan, Sudan.","06/09/2011: On Thursday, in Hajlij, Kurdufan, Sudan, Justice and Equality Movement militants attacked Heglieg Airport by unknown means, due to its oil fields operated by the Greater Nile Petroleum Operating Company. The attack caused an unknown amount of damage and no casualties were reported. The Justice and Equality Movement claimed responsibility through a statement on 06/13/2011."
201106090011,2011,6,9,92,India,6,South Asia,Chhattisgarh,Narayanpur,,,,1,The attack took place near a Chhattisgarh Armed Forces (CAF) camp on Narayanpur-Orchha road in in Jharaghati village in Narayanpur.,"06/09/2011: On Thursday morning at 0600, near a Chhattisgarh Armed Forces (CAF) camp on Narayanpur-Orchha road in Jharaghati village in Narayanpur, Chhattisgarh, India, suspected Communist Party of India-Maoists (CPI-M) shot and killed four security forces and wounded one other who later succumbed to his injuries. The victims were identified as head constable Santosh Sahare, constables Chandan Singh, Tarachand, Rajendra Diwan and Santosh Kumar Yadav. No group claimed responsibility for the attack."
201106090013,2011,6,9,4,Afghanistan,6,South Asia,Nangarhar,Dur Baba,34.039444,70.93,1,0,"The attack took place at a wedding party in Dur Baba, Nangarhar, Afghanistan.","06/09/2011: On Thursday, in Dur Baba, Nangarhar, Afghanistan, unidentified militants opened fire on a wedding ceremony. At least nine civilians were killed and five were injured. It was suspected that the cousin of the groom, the chief administrator of Dur Baba, Hamisha Gul, was the target of the attack. Gul was unharmed. No group claimed responsibility for this incident, but it was suspected the Taliban militants were responsible."
201106100001,2011,6,10,4,Afghanistan,6,South Asia,Kunduz,Kunduz,36.733333,68.866667,1,0,"The attack took place near a mosque in Konduz city, Konduz province, Afghanistan.","06/10/2011: On Friday, near a mosque in Konduz city, Konduz province, Afghanistan, an unidentified suicide bomber detonated his improvised explosive device at a memorial service for a top Afghan police commander. Local officials said the target of the attack was the provincial police chief, who escaped unharmed. The militant and four police officers were killed, and 18 others were injured. The blast caused an unknown amount of property damage and no group has claimed responsibility for the attack."
201106100003,2011,6,10,167,Russia,9,Eastern Europe,Moscow (Federal City),Moscow,55.75,37.616667,1,0,"The attack occurred on Komsomolskiy Avenue in Moscow, Russian Republic, Russia.","06/10/2011: On Friday evening around 1830, in Moscow, Russian Republic, Russia, former military officer, Colonel Yuriy Budanov, was shot and killed at 38/18 Komsomolskiy Avenue, by unidentified persons. Accounts of the incident indicate that the attackers waited in a car for Budanov to exit an office. Once Budanov exited the car trailed him for a short distance, then pulled along side him and an unidentified person fire six shots from a silenced pistol. Budanov was struck four times in the head and died at the scene. No other casualties were reported. On 07/24/2011, two Chechen militant groups (Riyadus-Salikhiin Reconnaissance and Sabotage Battalion of Shakhids and the Caucasus Emirate) claimed responsibility for the murder of Budanov, on kavkazcenter.com. However, it is not clear if the groups were actually involved in the murder."
201106100004,2011,6,10,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.03742,45.337971,1,0,,"06/10/2011: On Friday afternoon, in Mogadishu, Banaadir, Somalia, Abdishakur Sheikh Hassan, Somalia’s Minister of Interior, was killed when a suspected female suicide bomber detonated an explosive belt inside the home of Abdishakur Sheikh Hassan. The attack caused an unknown amount of property damage to the house. Although the militant group al-Shabaab claimed responsibility for the attack through spokesman Sheikh Ali Mohamoud Rage at a news conference in Mogadishu on 06/11/2011, one report stated, ""the speed and sophistication employed in the assassination of the Minister, within three days of Fazul’s death, suggested that the killing was the work of Al-Qaeda rather than of Al-Shabab."""
201106100006,2011,6,10,153,Pakistan,6,South Asia,Balochistan,Nasirabad,28.458421,68.133223,1,0,"At the Uch Gas Field in the Nasirabad district of Balochistan, Pakistan.","06/10/2011: On Friday, at Uch Gas Field in the Naseerabad district of Balochistan, Pakistan, unidentified militants abducted one policeman and two watchmen guarding the gas field. The policeman, identified as Karim Bux and one of the watchmen identified as Murad Ali, were found dead later that day. The status of the remaining hostage, identified as Yasin, is unknown. No group has claimed responsibility for the attack."
201106100007,2011,6,10,153,Pakistan,6,South Asia,Balochistan,Pir Koh,29.140991,69.096085,1,0,,"06/10/2011: On Friday, in the Pir Koh area of Dera Bugti, Balochistan, Pakistan, unidentified militants blew up a 16-inch diameter gas pipeline with unknown explosives, causing an unknown amount of property damage and suspending gas supply to the purification plant. There were no casualties and no group claimed responsibility for the attack."
201106100008,2011,6,10,95,Iraq,10,Middle East & North Africa,Al Anbar,Ramadi,33.431899,43.311566,1,0,"The attack took place in Ramadi, Al Anbar, Iraq.","06/10/2011: On Friday night, in Ramadi, Al Anbar, Iraq, unknown assailants detonated an improvised explosive device targeting a cafe. The blast caused no casualties but damaged the cafe. No group claimed responsibility."
201106100009,2011,6,10,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.251522,44.507829,1,0,"The attack took place in the Zafaraniyah neighborhood in Baghdad, Baghdad, Iraq.","06/10/2011: On Friday, in the Zafaraniyah neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device near a mosque. The blast wounded two civilians and caused an unknown amount of property damage. No group claimed responsibility."
201106100010,2011,6,10,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1,0,"The attack took place in Baghdad, Baghdad, Iraq.","06/10/2011: On Friday, in Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device targeting a liquor store. The blast caused an unknown amount of property damage, and no casualties were reported. No group claimed responsibility."
201106100011,2011,6,10,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.368141,44.363851,1,0,"The attack took place in the Adhamiyah neighborhood, Baghdad, Baghdad, Iraq.","06/10/2011: On Friday, in the Adhamiyah neighborhood, Baghdad, Baghdad, Iraq, unknown assailants detonated an improvised explosive device targeting a court building. The blast wounded three civilians, and caused an unknown amount of property damage to the building. No group claimed responsibility."
201106100012,2011,6,10,95,Iraq,10,Middle East & North Africa,Saladin,Dowr,34.457193,43.799264,1,0,"The attack took place in Ad Dawr, Salah ad Din, Iraq.","06/10/2011: On Friday night, in Ad Dawr, Salah ad Din, Iraq, unknown gunmen stormed the house in a village belonging to a family including members of the Sahwa Council. The gunmen shot and killed three brothers all members of the council, and their sister. No group claimed responsibility."
201106110001,2011,6,11,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,33.291944,44.065556,1,0,"The attack took place in the Abu Ghraib neighborhood, Baghdad, Baghdad, Iraq.","06/11/2011: On Saturday, in the Abu Ghraib neighborhood, Baghdad, Baghdad, Iraq, unknown assailants beheaded an activist from a local human rights nongovernmental organization (NGO). He was found inside his house. No group claimed responsibility."
201106110002,2011,6,11,95,Iraq,10,Middle East & North Africa,Diyala,Khanaqin,34.333206,45.383492,1,0,"The attack took place in the al-Wihda neighborhood, Khanaqin, Diyala, Iraq.","06/11/2011: On Saturday, on the main street in the al-Wihda neighborhood, Khanaqin, Diyala, Iraq, unknown assailants detonated an improvised explosive device attached to the car of a former Army officer. The blast killed the former officer and his son, and caused an unknown amount of property damage. No group claimed responsibility."
201106110003,2011,6,11,95,Iraq,10,Middle East & North Africa,Saladin,Balad,34.016389,44.145278,1,0,"The attack took place in Balad, Salah ad Din, Iraq.","06/11/2011: On Saturday, in Balad, Salah ad Din, Iraq, unknown assailants detonated an improvised explosive device targeting a house under construction that belonged to a police officer. The blast caused no casualties but damaged the house. No group claimed responsibility."
201106110004,2011,6,11,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Akhorwal,33.732406,71.5066409,1,1,"In the Akhorwal area of Darra Adamkhel, in the Khyber district of Federally Administered Tribal Areas, Pakistan.","06/11/2011: On Saturday, in the Akhorwal area of Darra Adamkhel, in the Khyber district of Federally Administered Tribal Areas, Pakistan, around 100 suspected Tehrik-e-Taliban Pakistan (TTP) militants kidnapped 25 coalmine workers that were on their way to their workplace in Tora Cheena. Sources said the militants took them after a short exchange of fire with the coalmine guards. The hostages were then taken towards the Akakhel area in the same district. However, seven of the hostages managed to escape and the militants took away only 18 hostages. The status of the hostages is unknown. No casualties were reported and no group claimed responsibility for the attack."
